Wildlife,City,Month,Oxygen level,Temperature,Humidity,Wind speed,Drought,Topography,Intensity,Possibility of fire
325,"Vaiaku, Tuvalu",March,High,High,Low,High,Low,Low,High,High
215,"Tonga, Tuvalu",April,Low,Low,High,Low,High,Low,Low,Low
478,"Asau, Tuvalu",May,High,High,Low,High,Low,Low,High,High
215,"Funafuti, Tuvalu",June,Low,Low,High,Low,High,High,Low,Low
369,"Alapi, Tuvalu",July,High,High,Low,High,Low,Low,High,High
478,"Motufoua, Tuvalu",August,Low,Low,High,Low,High,High,Low,Low
215,"Lolua, Tuvalu",September,High,High,Low,High,Low,Low,High,High
215,"Fongafale, Tuvalu",October,Low,Low,High,Low,High,Low,Low,Low
215,"Vaiaku, Tuvalu",November,High,High,Low,High,Low,High,High,High
215,"Asau, Tuvalu",December,Low,Low,High,,,,,
478,"Majuro, Marshall Islands",January,High,High,Low,High,Low,Low,High,High
215,"Ebeye, Marshall Islands",February,Low,Low,High,Low,High,High,Low,Low
325,"Arno, Marshall Islands",March,High,High,Low,High,Low,Low,High,High
215,"Wotje, Marshall Islands",April,Low,Low,High,Low,High,Low,Low,Low
478,"Jaluit, Marshall Islands",May,High,High,Low,High,Low,Low,High,High
215,"Kwajalein, Marshall Islands",June,Low,Low,High,Low,High,High,Low,Low
369,"Bikini Atoll, Marshall Islands",July,High,High,Low,High,Low,Low,High,High
478,"Mili Atoll, Marshall Islands",August,Low,Low,High,Low,High,High,Low,Low
215,"Namorik Atoll, Marshall Islands",September,High,High,Low,High,Low,Low,High,High
215,"Likiep Atoll, Marshall Islands",October,Low,Low,High,Low,High,Low,Low,Low
215,"Aur Atoll, Marshall Islands",November,High,High,Low,High,Low,High,High,High
215,"Ujae Atoll, Marshall Islands",December,Low,Low,High,Low,High,Low,Low,Low
478,"Koror, Palau",January,High,High,Low,High,Low,Low,High,High
215,"Koror, Palau",February,Low,Low,High,Low,High,High,Low,Low
325,"Airai, Palau",March,High,High,Low,High,Low,Low,High,High
215,"Melekeok, Palau",April,Low,Low,High,Low,High,Low,Low,Low
478,"Ngerulmud, Palau",May,High,High,Low,High,Low,Low,High,High
215,"Koror, Palau",June,Low,Low,High,Low,Low,High,Low,Low
369,"Koror, Palau",July,High,High,Low,High,Low,Low,High,High
478,"Koror, Palau",August,Low,Low,High,Low,High,High,Low,Low
215,"Koror, Palau",September,High,High,Low,High,Low,Low,High,Low
215,"Koror, Palau",October,Low,Low,High,Low,High,Low,Low,Low
215,"Koror, Palau",November,High,High,Low,High,Low,High,High,High
215,"Koror, Palau",December,Low,Low,High,Low,High,Low,Low,Low
215,"Nuku'alofa, Tonga",January,Low,Low,High,Low,High,High,Low,Low
325,"Neiafu, Tonga",February,High,High,Low,High,Low,Low,High,High
215,"Vaini, Tonga",March,Low,Low,High,Low,High,Low,Low,Low
478,"Haveluloto, Tonga",April,High,High,Low,High,Low,Low,High,High
215,"Pangai, Tonga",May,Low,Low,High,Low,High,High,Low,Low
369,"Nukunuku, Tonga",June,High,High,Low,High,Low,Low,High,High
478,"Ohonua, Tonga",July,Low,Low,High,Low,High,Low,Low,Low
215,"Leimatu'a, Tonga",August,High,High,Low,High,Low,High,High,High
215,"Neiafu, Tonga",September,Low,Low,High,Low,High,Low,Low,Low
215,"Nuku'alofa, Tonga",October,High,High,Low,High,Low,Low,High,High
215,"Vaini, Tonga",November,Low,Low,High,Low,High,High,Low,Low
215,"Pangai, Tonga",December,High,High,Low,High,Low,Low,High,High
478,"Funafuti, Tuvalu",January,High,High,Low,High,Low,Low,High,High
215,"Fongafale, Tuvalu",February,Low,Low,High,Low,High,High,Low,Low
325,"Vaiaku, Tuvalu",March,High,High,Low,High,Low,Low,High,High
215,"Tonga, Tuvalu",April,Low,Low,High,Low,High,Low,Low,Low
478,"Asau, Tuvalu",May,High,High,Low,High,Low,Low,High,High
215,"Funafuti, Tuvalu",June,Low,Low,High,Low,High,High,Low,Low
369,"Alapi, Tuvalu",July,High,High,Low,High,Low,Low,High,High
478,"Motufoua, Tuvalu",August,Low,Low,High,Low,High,High,Low,Low
215,"Lolua, Tuvalu",September,High,High,Low,High,Low,Low,High,High
215,"Fongafale, Tuvalu",October,Low,Low,High,Low,High,Low,Low,Low
215,"Vaiaku, Tuvalu",November,High,High,Low,High,Low,High,High,High
215,"Asau, Tuvalu",December,Low,Low,High,Low,High,Low,Low,Low
215,"Budapest, Hungary",February,High,High,Low,High,Low,Low,Low,Low
954,"Bucharest, Romania",March,High,High,Low,High,Low,Low,High,High
785,"Sofia, Bulgaria",April,Low,Low,High,Low,High,High,Low,Low
154,"Zagreb, Croatia",May,High,High,Low,High,Low,High,High,High
125,"Belgrade, Serbia",June,Low,Low,High,Low,High,Low,Low,Low
124,"Skopje, North Macedonia",July,High,High,Low,High,Low,High,High,High
685,"Tirana, Albania",August,Low,Low,High,Low,High,High,Low,Low
258,"Podgorica, Montenegro",September,High,High,Low,High,Low,Low,High,High
315,"Pristina, Kosovo",October,Low,Low,High,Low,High,Low,Low,Low
265,"Sarajevo, Bosnia and Herzegovina",November,High,High,Low,High,Low,Low,High,High
125,"Lisbon, Portugal",December,Low,Low,High,Low,High,High,Low,Low
584,"Madrid, Spain",January,High,High,Low,High,Low,High,High,High
658,"Barcelona, Spain",February,Low,Low,High,Low,High,Low,Low,Low
952,"Rome, Italy",March,High,High,Low,High,Low,Low,High,High
321,"Milan, Italy",April,High,Low,High,Low,High,High,Low,Low
542,"Berlin, Germany",June,High,High,Low,High,Low,Low,High,High
265,"Frankfurt, Germany",July,Low,Low,High,Low,High,Low,Low,Low
458,"Amsterdam, Netherlands",January,Low,Low,High,Low,High,High,Low,Low
958,"Brussels, Belgium",February,Low,High,Low,High,Low,Low,High,High
125,"Copenhagen, Denmark",March,Low,Low,High,Low,High,High,Low,Low
652,"Oslo, Norway",April,High,High,Low,High,Low,Low,High,High
321,"Stockholm, Sweden",May,Low,Low,High,Low,High,High,Low,Low
865,"Helsinki, Finland",June,High,High,Low,High,Low,High,High,High
888,"Moscow, Russia",July,Low,Low,High,Low,High,High,Low,Low
954,"St. Petersburg, Russia",August,High,High,Low,High,Low,High,High,High
652,"Novosibirsk, Russia",September,Low,Low,High,Low,High,Low,Low,Low
451,"Yekaterinburg, Russia",October,High,High,Low,High,Low,Low,High,High
258,"Chelyabinsk, Russia",November,Low,Low,High,Low,High,High,Low,Low
315,"Omsk, Russia",December,High,High,Low,High,Low,Low,High,High
785,"Toronto, Canada",January,Low,Low,High,Low,High,High,Low,Low
478,"Majuro, Marshall Islands",January,High,High,Low,High,Low,Low,High,High
215,"Ebeye, Marshall Islands",February,Low,Low,High,Low,High,High,Low,Low
325,"Arno, Marshall Islands",March,High,High,Low,High,Low,Low,High,High
215,"Wotje, Marshall Islands",April,Low,Low,High,Low,High,Low,Low,Low
478,"Jaluit, Marshall Islands",May,High,High,Low,High,Low,Low,High,High
215,"Kwajalein, Marshall Islands",June,Low,Low,High,Low,High,High,Low,Low
369,"Bikini Atoll, Marshall Islands",July,High,High,Low,High,Low,Low,High,High
478,"Mili Atoll, Marshall Islands",August,Low,Low,High,Low,High,High,Low,Low
215,"Namorik Atoll, Marshall Islands",September,High,High,Low,High,Low,Low,High,High
215,"Likiep Atoll, Marshall Islands",October,Low,Low,High,Low,High,Low,Low,Low
215,"Aur Atoll, Marshall Islands",November,High,High,Low,High,Low,High,High,High
215,"Ujae Atoll, Marshall Islands",December,Low,Low,High,Low,High,Low,Low,Low
478,"Koror, Palau",January,High,High,Low,High,Low,Low,High,High
215,"Koror, Palau",February,Low,Low,High,Low,High,High,Low,Low
325,"Airai, Palau",March,High,High,Low,High,Low,Low,High,High
215,"Melekeok, Palau",April,Low,Low,High,Low,High,Low,Low,Low
478,"Ngerulmud, Palau",May,High,High,Low,High,Low,Low,High,High
215,"Koror, Palau",June,Low,Low,High,Low,High,High,Low,Low
369,"Koror, Palau",July,High,High,Low,High,Low,Low,High,High
478,"Koror, Palau",August,Low,Low,High,Low,High,High,Low,Low
215,"Koror, Palau",September,High,High,Low,High,Low,Low,High,High
215,"Koror, Palau",October,Low,Low,High,Low,High,Low,Low,Low
215,"Koror, Palau",November,High,High,Low,High,Low,High,High,High
215,"Koror, Palau",December,Low,Low,High,Low,High,Low,Low,Low
458,"Kigali, Rwanda",January,Low,Low,High,Low,High,Low,Low,Low
365,"Brazzaville, Republic of the Congo",February,High,High,Low,High,Low,Low,High,High
412,"Libreville, Gabon",March,Low,Low,High,Low,High,Low,Low,Low
325,"Djibouti City, Djibouti",April,High,High,Low,High,Low,Low,High,High
215,"Asmara, Eritrea",May,Low,Low,High,Low,High,High,Low,Low
485,"Maseru, Lesotho",June,High,High,Low,High,Low,High,High,High
215,"Antananarivo, Madagascar",July,Low,Low,High,Low,High,Low,Low,Low
365,"Maputo, Mozambique",August,High,High,Low,High,Low,Low,High,High
412,"Gaborone, Botswana",September,Low,Low,High,Low,High,Low,Low,Low
325,"Windhoek, Namibia",October,High,High,Low,High,Low,Low,High,High
215,"Lilongwe, Malawi",November,Low,Low,High,Low,High,Low,Low,Low
485,"Nouakchott, Mauritania",December,High,High,Low,High,Low,Low,High,High
215,"Freetown, Sierra Leone",January,Low,Low,High,Low,High,High,Low,Low
365,"Monrovia, Liberia",February,High,High,Low,High,Low,Low,High,High
412,"Banjul, Gambia",March,Low,Low,High,Low,High,Low,Low,Low
325,"Conakry, Guinea",April,High,High,Low,High,Low,Low,High,High
215,"Bissau, Guinea-Bissau",May,Low,Low,High,Low,High,High,Low,Low
485,"Praia, Cape Verde",June,High,High,Low,High,Low,High,High,High
215,"Dakar, Senegal",July,Low,Low,High,Low,High,Low,Low,Low
365,"Dakar, Senegal",August,High,High,Low,High,Low,Low,High,High
412,"Nouakchott, Mauritania",September,Low,Low,High,Low,High,Low,Low,Low
325,"Banjul, Gambia",October,High,High,Low,High,Low,Low,High,High
215,"Conakry, Guinea",November,Low,Low,High,Low,High,Low,Low,Low
485,"Monrovia, Liberia",December,High,High,Low,High,Low,Low,High,High
215,"Freetown, Sierra Leone",January,Low,Low,High,Low,High,High,Low,Low
365,"Nouakchott, Mauritania",February,High,High,Low,High,Low,Low,High,High
412,"Banjul, Gambia",March,Low,Low,High,Low,High,Low,Low,Low
325,"Conakry, Guinea",April,High,High,Low,High,Low,Low,High,High
215,"Bissau, Guinea-Bissau",May,Low,Low,High,Low,High,High,Low,Low
485,"Praia, Cape Verde",June,High,High,Low,High,Low,High,High,High
215,"Dakar, Senegal",July,Low,Low,High,Low,High,Low,Low,Low
365,"Dakar, Senegal",August,High,High,Low,High,Low,Low,High,High
412,"Nouakchott, Mauritania",September,Low,Low,High,Low,High,Low,Low,Low
325,"Banjul, Gambia",October,High,High,Low,High,Low,Low,High,High
215,"Conakry, Guinea",November,Low,Low,High,Low,High,Low,Low,Low
485,"Monrovia, Liberia",December,High,High,Low,High,Low,Low,High,High
458,"Kyiv, Ukraine",January,High,High,Low,High,Low,Low,High,High
365,"Lviv, Ukraine",February,Low,Low,High,Low,High,Low,Low,Low
412,"Odessa, Ukraine",March,High,High,Low,High,Low,High,High,High
325,"Kharkiv, Ukraine",April,Low,Low,High,Low,High,Low,Low,Low
215,"Dnipro, Ukraine",May,High,High,Low,High,Low,High,High,High
485,"Donetsk, Ukraine",June,Low,Low,High,Low,High,Low,Low,Low
215,"Luhansk, Ukraine",July,High,High,Low,High,Low,High,High,High
365,"Zaporizhzhia, Ukraine",August,Low,Low,High,Low,High,Low,Low,Low
412,"Minsk, Belarus",September,High,High,Low,High,Low,Low,High,High
325,"Brest, Belarus",October,Low,Low,High,Low,High,High,Low,Low
215,"Grodno, Belarus",November,High,High,Low,High,Low,Low,High,High
485,"Vitebsk, Belarus",December,Low,Low,High,Low,High,High,Low,Low
215,"Riga, Latvia",January,High,High,Low,High,Low,Low,High,High
365,"Daugavpils, Latvia",February,Low,Low,High,Low,High,Low,Low,Low
412,"Liepaja, Latvia",March,High,High,Low,High,Low,Low,High,High
325,"Jelgava, Latvia",April,Low,Low,High,Low,High,High,Low,Low
215,"Vilnius, Lithuania",May,High,High,Low,High,Low,Low,High,High
485,"Kaunas, Lithuania",June,Low,Low,High,Low,High,Low,Low,Low
215,"Klaipeda, Lithuania",July,High,High,Low,High,Low,High,High,High
365,"Siauliai, Lithuania",August,Low,Low,High,Low,High,Low,Low,Low
412,"Tallinn, Estonia",September,High,High,Low,High,Low,Low,High,High
325,"Tartu, Estonia",October,Low,Low,High,Low,High,High,Low,Low
215,"Narva, Estonia",November,High,High,Low,High,Low,Low,High,High
485,"Parnu, Estonia",December,Low,Low,High,Low,High,High,Low,Low
215,"Helsinki, Finland",January,High,High,Low,High,Low,Low,High,High
365,"Espoo, Finland",February,Low,Low,High,Low,High,High,Low,Low
412,"Tampere, Finland",March,High,High,Low,High,Low,Low,High,High
325,"Vantaa, Finland",April,Low,Low,High,Low,High,Low,Low,Low
215,"Oulu, Finland",May,High,High,Low,High,Low,High,High,High
485,"Lahti, Finland",June,Low,Low,High,Low,High,Low,Low,Low
215,"Kuopio, Finland",July,High,High,Low,High,Low,High,High,High
365,"Jyvaskyla, Finland",August,Low,Low,High,Low,High,Low,Low,Low
412,"Turku, Finland",September,High,High,Low,High,Low,Low,High,High
325,"Joensuu, Finland",October,Low,Low,High,Low,High,High,Low,Low
215,"Pori, Finland",November,High,High,Low,High,Low,Low,High,High
485,"Lappeenranta, Finland",December,Low,Low,High,Low,High,High,Low,Low
215,"Manila, Philippines",January,Low,Low,High,Low,High,Low,Low,Low
365,"Jakarta, Indonesia",February,High,High,Low,High,Low,High,High,High
412,"Bangkok, Thailand",March,Low,Low,High,Low,High,Low,Low,Low
325,"Kuala Lumpur, Malaysia",April,High,High,Low,High,Low,Low,High,High
215,"Hanoi, Vietnam",May,Low,Low,High,Low,High,High,Low,Low
485,"Phnom Penh, Cambodia",June,High,High,Low,High,Low,Low,High,High
215,"Yangon, Myanmar",July,Low,Low,High,Low,High,Low,Low,Low
365,Singapore,August,High,High,Low,High,Low,High,High,High
412,"Manama, Bahrain",September,Low,Low,High,Low,High,Low,Low,Low
325,"Doha, Qatar",October,High,High,Low,High,Low,High,High,High
215,"Muscat, Oman",November,Low,Low,High,Low,High,Low,Low,Low
485,"Kuwait City, Kuwait",December,High,High,Low,High,Low,Low,High,High
215,"Riyadh, Saudi Arabia",January,High,High,Low,High,Low,Low,High,High
365,"Jeddah, Saudi Arabia",February,Low,Low,High,Low,High,Low,Low,Low
412,"Dammam, Saudi Arabia",March,High,High,Low,High,Low,High,High,High
325,"Dubai, United Arab Emirates",April,Low,Low,High,Low,High,Low,Low,Low
215,"Abu Dhabi, United Arab Emirates",May,High,High,Low,High,Low,Low,High,High
485,"Sharjah, United Arab Emirates",June,Low,Low,High,Low,High,High,Low,Low
215,"Amman, Jordan",July,High,High,Low,High,Low,Low,High,High
365,"Beirut, Lebanon",August,Low,Low,High,Low,High,Low,Low,Low
412,"Jerusalem, Israel",September,High,High,Low,High,Low,High,High,High
325,"Tel Aviv, Israel",October,Low,Low,High,Low,High,Low,Low,Low
215,"Doha, Qatar",November,High,High,Low,High,Low,Low,High,High
485,"Kuwait City, Kuwait",December,Low,Low,High,Low,High,High,Low,Low
215,"Nairobi, Kenya",January,High,High,Low,High,Low,Low,High,High
365,"Dar es Salaam, Tanzania",February,Low,Low,High,Low,High,High,Low,Low
412,"Kampala, Uganda",March,High,High,Low,High,Low,Low,High,High
325,"Accra, Ghana",April,Low,Low,High,Low,High,Low,Low,Low
215,"Abidjan, Ivory Coast",May,High,High,Low,High,Low,High,High,High
485,"Casablanca, Morocco",June,Low,Low,High,Low,High,High,Low,Low
215,"Tunis, Tunisia",July,High,High,Low,High,Low,Low,High,High
365,"Algiers, Algeria",August,Low,Low,High,Low,High,Low,Low,Low
412,"Tripoli, Libya",September,High,High,Low,High,Low,High,High,High
325,"Cairo, Egypt",October,Low,Low,High,Low,High,Low,Low,Low
215,"Alexandria, Egypt",November,High,High,Low,High,Low,High,High,High
485,"Cape Town, South Africa",December,Low,Low,High,Low,High,Low,Low,Low
215,"Casablanca, Morocco",January,High,High,Low,High,Low,Low,High,High
365,"Tangier, Morocco",February,Low,Low,High,Low,High,High,Low,Low
412,"Fes, Morocco",March,High,High,Low,High,Low,Low,High,High
325,"Marrakech, Morocco",April,Low,Low,High,Low,High,Low,Low,Low
215,"Rabat, Morocco",May,High,High,Low,High,Low,Low,High,High
485,"Agadir, Morocco",June,Low,Low,High,Low,High,High,Low,Low
215,"Meknes, Morocco",July,High,High,Low,High,Low,Low,High,High
365,"Oujda, Morocco",August,Low,Low,High,Low,High,Low,Low,Low
412,"Kenitra, Morocco",September,High,High,Low,High,Low,High,High,High
325,"Beni Mellal, Morocco",October,Low,Low,High,Low,High,Low,Low,Low
215,"Tetouan, Morocco",November,High,High,Low,High,Low,High,High,High
485,"Khouribga, Morocco",December,Low,Low,High,Low,High,Low,Low,Low
215,"Manila, Philippines",January,Low,Low,High,Low,High,Low,Low,Low
365,"Jakarta, Indonesia",February,High,High,Low,High,Low,High,High,High
412,"Bangkok, Thailand",March,Low,Low,High,Low,High,Low,Low,Low
325,"Kuala Lumpur, Malaysia",April,High,High,Low,High,Low,Low,High,High
215,"Hanoi, Vietnam",May,Low,Low,High,Low,High,High,Low,Low
485,"Phnom Penh, Cambodia",June,High,High,Low,High,Low,Low,High,High
215,"Yangon, Myanmar",July,Low,Low,High,Low,High,Low,Low,Low
365,Singapore,August,High,High,Low,High,Low,High,High,High
412,"Manama, Bahrain",September,Low,Low,High,Low,High,Low,Low,Low
325,"Doha, Qatar",October,High,High,Low,High,Low,High,High,High
215,"Muscat, Oman",November,Low,Low,High,Low,High,Low,Low,Low
485,"Kuwait City, Kuwait",December,High,High,Low,High,Low,Low,High,High
215,"Riyadh, Saudi Arabia",January,High,High,Low,High,Low,Low,High,High
365,"Jeddah, Saudi Arabia",February,Low,Low,High,Low,High,Low,Low,Low
412,"Dammam, Saudi Arabia",March,High,High,Low,High,Low,High,High,High
325,"Dubai, United Arab Emirates",April,Low,Low,High,Low,High,Low,Low,Low
215,"Abu Dhabi, United Arab Emirates",May,High,High,Low,High,Low,Low,High,High
485,"Sharjah, United Arab Emirates",June,Low,Low,High,Low,High,High,Low,Low
215,"Amman, Jordan",July,High,High,Low,High,Low,Low,High,High
365,"Beirut, Lebanon",August,Low,Low,High,Low,High,Low,Low,Low
412,"Jerusalem, Israel",September,High,High,Low,High,Low,High,High,High
325,"Tel Aviv, Israel",October,Low,Low,High,Low,High,Low,Low,Low
215,"Doha, Qatar",November,High,High,Low,High,Low,Low,High,High
485,"Kuwait City, Kuwait",December,Low,Low,High,Low,High,High,Low,Low
215,"Nairobi, Kenya",January,High,High,Low,High,Low,Low,High,High
365,"Dar es Salaam, Tanzania",February,Low,Low,High,Low,High,High,Low,Low
412,"Kampala, Uganda",March,High,High,Low,High,Low,Low,High,High
325,"Accra, Ghana",April,Low,Low,High,Low,High,Low,Low,Low
215,"Abidjan, Ivory Coast",May,High,High,Low,High,Low,High,High,High
485,"Casablanca, Morocco",June,Low,Low,High,Low,High,High,Low,Low
215,"Tunis, Tunisia",July,High,High,Low,High,Low,Low,High,High
365,"Algiers, Algeria",August,Low,Low,High,Low,High,Low,Low,Low
412,"Tripoli, Libya",September,High,High,Low,High,Low,High,High,High
325,"Cairo, Egypt",October,Low,Low,High,Low,High,Low,Low,Low
215,"Alexandria, Egypt",November,High,High,Low,High,Low,High,High,High
485,"Cape Town, South Africa",December,Low,Low,High,Low,High,Low,Low,Low
215,"Casablanca, Morocco",January,High,High,Low,High,Low,Low,High,High
365,"Tangier, Morocco",February,Low,Low,High,Low,High,High,Low,Low
412,"Fes, Morocco",March,High,High,Low,High,Low,Low,High,High
325,"Marrakech, Morocco",April,Low,Low,High,Low,High,Low,Low,Low
215,"Rabat, Morocco",May,High,High,Low,High,Low,Low,High,High
485,"Agadir, Morocco",June,Low,Low,High,Low,High,High,Low,Low
215,"Meknes, Morocco",July,High,High,Low,High,Low,Low,High,High
365,"Oujda, Morocco",August,Low,Low,High,Low,High,Low,Low,Low
412,"Kenitra, Morocco",September,High,High,Low,High,Low,High,High,High
325,"Beni Mellal, Morocco",October,Low,Low,High,Low,High,Low,Low,Low
215,"Tetouan, Morocco",November,High,High,Low,High,Low,High,High,High
485,"Khouribga, Morocco",December,Low,Low,High,Low,High,Low,Low,Low
215,"Ouarzazate, Morocco",January,High,High,Low,High,Low,Low,High,High
365,"Errachidia, Morocco",February,Low,Low,High,Low,High,Low,Low,Low
412,"Al Hoceima, Morocco",March,High,High,Low,High,Low,Low,High,High
325,"Larache, Morocco",April,Low,Low,High,Low,High,Low,Low,Low
215,"Safi, Morocco",May,High,High,Low,High,Low,High,High,High
485,"Taza, Morocco",June,Low,Low,High,Low,High,Low,Low,Low
215,"Ljubljana, Slovenia",July,High,High,Low,High,Low,Low,High,High
365,"Maribor, Slovenia",August,Low,Low,High,Low,High,Low,Low,Low
412,"Celje, Slovenia",September,High,High,Low,High,Low,High,High,High
325,"Kranj, Slovenia",October,Low,Low,High,Low,High,Low,Low,Low
215,"Velenje, Slovenia",November,High,High,Low,High,Low,High,High,High
485,"Koper, Slovenia",December,Low,Low,High,Low,High,Low,Low,Low
215,"Belgrade, Serbia",January,High,High,Low,High,Low,Low,High,High
365,"Novi Sad, Serbia",February,Low,Low,High,Low,High,High,Low,Low
412,"Niš, Serbia",March,High,High,Low,High,Low,Low,High,High
325,"Subotica, Serbia",April,Low,Low,High,Low,High,Low,Low,Low
215,"Kragujevac, Serbia",May,High,High,Low,High,Low,High,High,High
485,"Zrenjanin, Serbia",June,Low,Low,High,Low,High,Low,Low,Low
215,"Pančevo, Serbia",July,High,High,Low,High,Low,Low,High,High
365,"Leskovac, Serbia",August,Low,Low,High,Low,High,Low,Low,Low
412,"Novi Pazar, Serbia",September,High,High,Low,High,Low,High,High,High
325,"Smederevo, Serbia",October,Low,Low,High,Low,High,Low,Low,Low
215,"Valjevo, Serbia",November,High,High,Low,High,Low,High,High,High
485,"Kraljevo, Serbia",December,Low,Low,High,Low,High,Low,Low,Low
215,"Podgorica, Montenegro",January,High,High,Low,High,Low,Low,High,High
365,"Nikšić, Montenegro",February,Low,Low,High,Low,High,High,Low,Low
412,"Pljevlja, Montenegro",March,High,High,Low,High,Low,Low,High,High
325,"Herceg Novi, Montenegro",April,Low,Low,High,Low,High,Low,Low,Low
215,"Budva, Montenegro",May,High,High,Low,High,Low,High,High,High
485,"Bar, Montenegro",June,Low,Low,High,Low,High,Low,Low,Low
215,"Cetinje, Montenegro",July,High,High,Low,High,Low,Low,High,High
365,"Berane, Montenegro",August,Low,Low,High,Low,High,Low,Low,Low
412,"Ulcinj, Montenegro",September,High,High,Low,High,Low,High,High,High
325,"Tivat, Montenegro",October,Low,Low,High,Low,High,Low,Low,Low
215,"Kotor, Montenegro",November,High,High,Low,High,Low,High,High,High
485,"Mojkovac, Montenegro",December,Low,Low,High,Low,High,Low,Low,Low
215,"Skopje, North Macedonia",January,High,High,Low,High,Low,High,High,High
365,"Bitola, North Macedonia",February,Low,Low,High,Low,High,Low,Low,Low
412,"Ohrid, North Macedonia",March,High,High,Low,High,Low,Low,High,High
325,"Prilep, North Macedonia",April,Low,Low,High,Low,High,Low,Low,Low
215,"Tetovo, North Macedonia",May,High,High,Low,High,Low,High,High,High
485,"Veles, North Macedonia",June,Low,Low,High,Low,High,Low,Low,Low
215,"Stip, North Macedonia",July,High,High,Low,High,Low,Low,High,High
365,"Gevgelija, North Macedonia",August,Low,Low,High,Low,High,High,Low,Low
412,"Kumanovo, North Macedonia",September,High,High,Low,High,Low,Low,High,High
325,"Strumica, North Macedonia",October,Low,Low,High,Low,High,Low,Low,Low
215,"Kavadarci, North Macedonia",November,High,High,Low,High,Low,High,High,High
485,"Kochani, North Macedonia",December,Low,Low,High,Low,High,Low,Low,Low
215,"Tirana, Albania",January,High,High,Low,High,Low,Low,High,High
365,"Durrës, Albania",February,Low,Low,High,Low,High,Low,Low,Low
412,"Vlorë, Albania",March,High,High,Low,High,Low,Low,High,High
325,"Shkodër, Albania",April,Low,Low,High,Low,High,Low,Low,Low
215,"Fier, Albania",May,High,High,Low,High,Low,High,High,High
485,"Kamëz, Albania",June,Low,Low,High,Low,High,Low,Low,Low
215,"Kavajë, Albania",July,High,High,Low,High,Low,Low,High,High
365,"Kukës, Albania",August,Low,Low,High,Low,High,Low,Low,Low
412,"Lezhë, Albania",September,High,High,Low,High,Low,High,High,High
325,"Patos, Albania",October,Low,Low,High,Low,High,Low,Low,Low
215,"Gjirokastër, Albania",November,High,High,Low,High,Low,High,High,High
485,"Sarandë, Albania",December,Low,Low,High,Low,High,Low,Low,Low
215,"Pristina, Kosovo",January,High,High,Low,High,Low,Low,High,High
365,"Prizren, Kosovo",February,Low,Low,High,Low,High,High,Low,Low
412,"Mitrovica, Kosovo",March,High,High,Low,High,Low,Low,High,High
325,"Gjakova, Kosovo",April,Low,Low,High,Low,High,Low,Low,Low
215,"Peć, Kosovo",May,High,High,Low,High,Low,High,High,High
485,"Ferizaj, Kosovo",June,Low,Low,High,Low,High,Low,Low,Low
215,"Gjilan, Kosovo",July,High,High,Low,High,Low,Low,High,High
365,"Kosovska Mitrovica, Kosovo",August,Low,Low,High,Low,High,High,Low,Low
412,"Podujevo, Kosovo",September,High,High,Low,High,Low,Low,High,High
325,"Vushtrri, Kosovo",October,Low,Low,High,Low,High,Low,Low,Low
215,"Orahovac, Kosovo",November,High,High,Low,High,Low,High,High,High
485,"Dragash, Kosovo",December,Low,Low,High,Low,High,Low,Low,Low
215,"Ohrid, North Macedonia",January,High,High,Low,High,Low,Low,High,High
365,"Struga, North Macedonia",February,Low,Low,High,Low,High,High,Low,Low
412,"Kicevo, North Macedonia",March,High,High,Low,High,Low,Low,High,High
325,"Kocani, North Macedonia",April,Low,Low,High,Low,High,Low,Low,Low
215,"Probistip, North Macedonia",May,High,High,Low,High,Low,High,High,High
485,"Kratovo, North Macedonia",June,Low,Low,High,Low,High,Low,Low,Low
215,"Demir Kapija, North Macedonia",July,High,High,Low,High,Low,Low,High,High
365,"Berovo, North Macedonia",August,Low,Low,High,Low,High,High,Low,Low
412,"Delcevo, North Macedonia",September,High,High,Low,High,Low,Low,High,High
325,"Vinica, North Macedonia",October,Low,Low,High,Low,High,Low,Low,Low
215,"Makedonski Brod, North Macedonia",November,High,High,Low,High,Low,High,High,High
485,"Negotino, North Macedonia",December,Low,Low,High,Low,High,Low,Low,Low
215,"Lushnje, Albania",January,High,High,Low,High,Low,Low,High,High
365,"Kavaje, Albania",February,Low,Low,High,Low,High,Low,Low,Low
412,"Lac, Albania",March,High,High,Low,High,Low,Low,High,High
325,"Kruje, Albania",April,Low,Low,High,Low,High,Low,Low,Low
215,"Permet, Albania",May,High,High,Low,High,Low,High,High,High
485,"Lezhe, Albania",June,Low,Low,High,Low,High,Low,Low,Low
215,"Puke, Albania",July,High,High,Low,High,Low,Low,High,High
365,"Klos, Albania",August,Low,Low,High,Low,High,Low,Low,Low
412,"Cerrik, Albania",September,High,High,Low,High,Low,High,High,High
325,"Corovode, Albania",October,Low,Low,High,Low,High,Low,Low,Low
215,"Librazhd, Albania",November,High,High,Low,High,Low,High,High,High
485,"Kukes, Albania",December,Low,Low,High,Low,High,Low,Low,Low
215,"Gjakove, Kosovo",January,High,High,Low,High,Low,Low,High,High
365,"Leposaviq, Kosovo",February,Low,Low,High,Low,High,High,Low,Low
412,"Viti, Kosovo",March,High,High,Low,High,Low,Low,High,High
325,"Malisheve, Kosovo",April,Low,Low,High,Low,High,Low,Low,Low
215,"Skenderaj, Kosovo",May,High,High,Low,High,Low,High,High,High
